Facility ID,Facility Name,Address,City,State,ZIP Code,Location
50586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,POINT (-117.685988 34.026351)
391307,TYRONE REGIONAL HEALTH NETWORK,187 HOSPITAL DRIVE,TYRONE,PA,16686,POINT (-78.252302 40.674843)
111319,WELLSTAR SYLVAN GROVE HOSPITAL,1050 MCDONOUGH ROAD,JACKSON,GA,30233,POINT (-83.977823 33.303085)
230071,STRAITH HOSPITAL FOR SPECIAL SURGERY,23901 LAHSER,SOUTHFIELD,MI,48033,POINT (-83.260394 42.464332)
241344,LIFECARE MEDICAL CENTER,715 DELMORE DRIVE,ROSEAU,MN,56751,POINT (-95.759947 48.839822)
50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,POINT (-121.936776 38.390073)
291313,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,FALLON,NV,89406,POINT (-118.76518 39.474876)
61343,KEEFE MEMORIAL HOSPITAL,602 N 6TH W ST,CHEYENNE WELLS,CO,80810,POINT (-102.355583 38.825887)
444019,UNITY PSYCHIATRIC CARE-CLARKSVILLE,930 PROFESSIONAL PARK DRIVE,CLARKSVILLE,TN,37040,POINT (-87.272442 36.576173)
310112,BAYSHORE MEDICAL CENTER,727 N BEERS ST,HOLMDEL,NJ,7733,POINT (-74.193354 40.404203)
101307,DOCTORS MEMORIAL HOSPITAL,2600 HOSPITAL DR,BONIFAY,FL,32425,POINT (-85.682474 30.76059)
220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,1301,POINT (-72.591287 42.595606)
200021,MID COAST HOSPITAL,123 MEDICAL CENTER DRIVE,BRUNSWICK,ME,4011,POINT (-69.892006 43.905661)
284009,DOUGLAS COUNTY HEALTH CENTER,4102 WOOLWORTH AVE,OMAHA,NE,68105,POINT (-95.974516 41.245156)
154064,ASSURANCE HEALTH PSYCHIATRIC HOSPITAL,900 NORTH HIGH SCHOOL ROAD,INDIANAPOLIS,IN,46214,POINT (-86.27268 39.778002)
520136,WHEATON FRANCISCAN ST JOSEPH,5000 W CHAMBERS ST,MILWAUKEE,WI,53210,POINT (-87.9761 43.073465)
141323,MASSAC MEMORIAL HOSPITAL,"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,62960,POINT (-88.739578 37.166836)
21310,MANIILAQ HEALTH CENTER,PO BOX 43,KOTZEBUE,AK,99752,
194105,"APOLLO BEHAVIORAL HEALTH HOSPITAL, L L C",9938 AIRLINE HWY,BATON ROUGE,LA,70809,POINT (-91.078131 30.427958)
524025,FOND DU LAC COUNTY ACUTE PSYCH UNIT,459 E FIRST ST,FOND DU LAC,WI,54935,POINT (-88.428689 43.775806)
521313,ASCENSION SACRED HEART HOSPITAL,401 W MOHAWK DR  SUITE 100,TOMAHAWK,WI,54487,POINT (-89.733596 45.489006)
431300,MADISON REGIONAL HEALTH SYSTEM,323 SW 10TH ST,MADISON,SD,57042,POINT (-97.119752 43.993021)
450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414,POINT (-95.99129 28.982805)
440187,LIVINGSTON REGIONAL HOSPITAL,315 OAK ST BOX 550,LIVINGSTON,TN,38570,POINT (-85.328097 36.384695)
60004,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PKWY,BRIGHTON,CO,80601,POINT (-104.770924 39.965441)
60131,UCHEALTH GREELEY HOSPITAL,6767 WEST 29TH STREET,GREELEY,CO,80634,POINT (-104.789043 40.390073)
400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,PR,936,
140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,60628,POINT (-87.624734 41.692562)
180044,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE,KY,41501,POINT (-82.52395 37.47251)
40004,WASHINGTON REGIONAL MEDICAL CENTER,3215 N NORTH HILLS BOULEVARD,FAYETTEVILLE,AR,72703,POINT (-94.157862 36.110984)
41317,DALLAS COUNTY MEDICAL CENTER,201 CLIFTON STREET,FORDYCE,AR,71742,POINT (-92.425058 33.811158)
220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,POINT (-71.09435 41.905583)
250168,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,960 AVENT DRIVE,GRENADA,MS,38901,POINT (-89.817532 33.763307)
110040,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,POINT (-83.469116 34.218475)
381303,PROVIDENCE SEASIDE HOSPITAL,725 S WAHANNA ROAD,SEASIDE,OR,97138,POINT (-123.914805 45.989367)
440102,LINCOLN MEDICAL CENTER,106 MEDICAL CENTER BLVD,FAYETTEVILLE,TN,37334,POINT (-86.557341 35.149005)
271309,PRAIRIE COMMUNITY CAH,312 S ADAMS,TERRY,MT,59349,POINT (-105.315997 46.791506)
390041,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,PA,15401,POINT (-79.737619 39.901996)
150162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,46237,POINT (-86.082674 39.648365)
251324,WALTHALL COUNTY GENERAL HOSPITAL CAH,100 HOSPITAL DRIVE,TYLERTOWN,MS,39667,POINT (-90.155618 31.119583)
450578,HEMPHILL COUNTY HOSPITAL,1020 S 4TH ST,CANADIAN,TX,79014,POINT (-100.387399 35.903792)
374001,NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH),1 MILE EAST US HIGHWAY 270,FORT SUPPLY,OK,73841,
241326,CENTRACARE HEALTH SYSTEM - LONG PRAIRIE,50 CENTRACARE DRIVE,LONG PRAIRIE,MN,56347,
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,POINT (-73.885107 40.96784)
231309,ASPIRUS ONTONAGON HOSPITAL INC,601 S SEVENTH ST,ONTONAGON,MI,49953,POINT (-89.302976 46.865635)
670077,HOUSTON METHODIST WEST HOSPITAL,18500 KATY FREEWAY,HOUSTON,TX,77094,POINT (-95.69724 29.785531)
511301,WEBSTER COUNTY MEMORIAL HOSPITAL,324 MILLER MOUNTAIN DRIVE,WEBSTER SPRINGS,WV,26288,POINT (-80.409811 38.481868)
231323,SPECTRUM HEALTH REED CITY HOSPITAL,"300 N PATTERSON, PO BOX 75",REED CITY,MI,49677,
281336,YORK GENERAL HOSPITAL,2222 LINCOLN AVE,YORK,NE,68467,
191318,RIVERLAND MEDICAL CENTER,1700  WALLACE BLVD,FERRIDAY,LA,71334,
360082,EUCLID HOSPITAL,18901 LAKE SHORE BOULEVARD,EUCLID,OH,44119,POINT (-81.547421 41.596734)
144028,JOHN J MADDEN MENTAL HEALTH CENTER,1200 S FIRST AVE,HINES,IL,60141,POINT (-87.833909 41.877233)
501311,EAST ADAMS RURAL HOSPITAL,903 SOUTH ADAMS,RITZVILLE,WA,99169,POINT (-118.372258 47.120959)
264007,NORTHWEST MISSOURI PSYCHIATRIC REHAB CTR,3505 FREDERICK AVENUE,SAINT JOSEPH,MO,64502,POINT (-94.807751 39.776936)
171342,RUSH COUNTY MEMORIAL HOSPITAL,801 LOCUST ST,LA CROSSE,KS,67548,POINT (-99.316572 38.530597)
254008,SOUTH MISSISSIPPI STATE HOSPITAL,823 HIGHWAY 589,PURVIS,MS,39475,POINT (-89.423942 31.166355)
340187,DAVIE MEDICAL CENTER,223 HOSPITAL STREET,MOCKSVILLE,NC,27028,POINT (-80.570097 35.90001)
360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,SIDNEY,OH,45365,POINT (-84.169035 40.287932)
531303,WESTON COUNTY HEALTH SERVICES,1124 WASHINGTON BOULEVARD,NEWCASTLE,WY,82701,POINT (-104.188756 43.848747)
160080,MERCYONE CLINTON MEDICAL CENTER,1410 NORTH 4TH STREET,CLINTON,IA,52732,POINT (-90.188155 41.860543)
330406,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,SCHENECTADY,NY,12308,POINT (-73.91386 42.822229)
340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,POINT (-80.835793 36.266391)
100316,PALM BAY HOSPITAL,"1425 MALABAR RD, NE",PALM BAY,FL,32907,POINT (-80.61208 27.99833)
241359,AVERA MARSHALL REGIONAL MEDICAL CTR,300 SOUTH BRUCE STREET,MARSHALL,MN,56258,POINT (-95.776185 44.447634)
310039,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,8861,POINT (-74.28075 40.518346)
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,4815 ALAMEDA AVE,EL PASO,TX,79905,POINT (-106.436022 31.771291)
330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10310,POINT (-74.106693 40.63551)
290039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,LAS VEGAS,NV,89128,POINT (-115.250795 36.2156)
250069,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,MERIDIAN,MS,39301,POINT (-88.697779 32.370664)
670087,BAYLOR SCOTT & WHITE EMERGENCY MEDICAL CENTER AT C,900 EAST WHITESTONE BLVD,CEDAR PARK,TX,78613,POINT (-97.820177 30.523951)
141318,OSF HOLY FAMILY MEDICAL CENTER,1000 W HARLEM AVENUE,MONMOUTH,IL,61462,POINT (-90.658986 40.921291)
350070,ESSENTIA HEALTH,3000 32ND AVE SOUTH,FARGO,ND,58104,POINT (-96.828106 46.8325)
141339,TAYLORVILLE MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,POINT (-89.293754 39.553753)
50017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,POINT (-121.452482 38.569385)
140019,HSHS GOOD SHEPHERD HOSPITAL INC,200 S CEDAR ST,SHELBYVILLE,IL,62565,POINT (-88.807113 39.405801)
290012,SAINT ROSE DOMINICAN HOSPITALS - ROSE DE LIMA,102 E LAKE MEAD DR,HENDERSON,NV,89015,POINT (-114.983192 36.038829)
154005,RIVER BEND HOSPITAL,2900 N RIVER RD,WEST LAFAYETTE,IN,47906,POINT (-86.892602 40.459145)
181321,WAYNE COUNTY HOSPITAL,166 HOSPITAL STREET,MONTICELLO,KY,42633,POINT (-84.866821 36.820046)
451387,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,UVALDE,TX,78801,POINT (-99.768668 29.215126)
390139,BRYN MAWR HOSPITAL,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,POINT (-75.320482 40.018515)
220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,2301,POINT (-71.065645 42.09707)
461301,FILLMORE COMMUNITY HOSPITAL,674 SOUTH HIGHWAY 99,FILLMORE,UT,84631,POINT (-112.339455 38.954161)
390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,15212,POINT (-80.003249 40.456149)
320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,FARMINGTON,NM,87401,POINT (-108.215501 36.724323)
61309,WRAY COMMUNITY DISTRICT HOSPITAL,1017 W 7TH ST,WRAY,CO,80758,POINT (-102.23466 40.075405)
110045,BARROW REGIONAL MEDICAL CENTER,316 NORTH BROAD STREET,WINDER,GA,30680,POINT (-83.706706 34.007701)
260022,NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,KIRKSVILLE,MO,63501,POINT (-92.590849 40.192523)
151310,"PARKVIEW WABASH HOSPITAL, INC",10 JOHN KISSINGER DRIVE,WABASH,IN,46992,POINT (-85.829126 40.81877)
26002F,General Leonard Wood ACH (FT Leonard Wood),126 Missouri Avenue,Fort Leonard Wood,MO,65473,POINT (-92.116491 37.766471)
190183,LEONARD J CHABERT MEDICAL CENTER,1978 INDUSTRIAL BLVD,HOUMA,LA,70363,POINT (-90.687625 29.571318)
390048,GEISINGER-LEWISTOWN HOSPITAL,400 HIGHLAND AVENUE,LEWISTOWN,PA,17044,POINT (-77.567402 40.617853)
521318,LADD MEMORIAL HOSPITAL,2600 65TH AVENUE,OSCEOLA,WI,54020,POINT (-92.699804 45.302115)
500037,ASTRIA TOPPENISH HOSPITAL,502 W FOURTH AVE,TOPPENISH,WA,98948,POINT (-120.316682 46.37135)
10011,ST. VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,POINT (-86.665182 33.595351)
170040,UNIVERSITY OF KANSAS HOSPITAL,4000 CAMBRIDGE STREET,KANSAS CITY,KS,66160,POINT (-94.608229 39.055395)
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,87544,POINT (-106.319765 35.882165)
453310,DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS,4900 MUELLER BLVD,AUSTIN,TX,78723,POINT (-97.704957 30.302549)
450871,ARISE AUSTIN MEDICAL CENTER,3003 BEE CAVES ROAD,AUSTIN,TX,78746,POINT (-97.795469 30.271664)
100069,FLORIDA HOSPITAL CARROLLWOOD,7171 N DALE MABRY HWY,TAMPA,FL,33614,POINT (-82.504954 28.013102)
304000,NEW HAMPSHIRE HOSP-PSYCH UNIT,36 CLINTON STREET,CONCORD,NH,3301,POINT (-71.543572 43.193245)
121303,MOLOKAI GENERAL HOSPITAL,280 HOME OLU PLACE,KAUNAKAKAI,HI,96748,POINT (-157.017982 21.09376)
50335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,POINT (-120.369442 37.976728)
24001,NORTH STAR HOSPITAL,2530 DEBARR RD,ANCHORAGE,AK,99508,POINT (-149.834246 61.20808)
194096,OCEANS BEHAVIORAL HOSPITAL OF ALEXANDRIA,2621 NORTH BOLTON AVENUE,ALEXANDRIA,LA,71303,POINT (-92.479261 31.324607)
524019,NORWOOD HEALTH CENTER,1600 N CHESTNUT AVE,MARSHFIELD,WI,54449,POINT (-90.164903 44.682063)
230005,EMMA L BIXBY MEDICAL CENTER,818 RIVERSIDE AVENUE,ADRIAN,MI,49221,POINT (-84.049555 41.912713)
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,POINT (-92.584405 34.573552)
154058,DOCTORS NEUROPSYCHIATRIC HOSPITAL,417 S WHITLOCK ST,BREMEN,IN,46506,POINT (-86.149957 41.4436)
200018,A R GOULD HOSPITAL,PO BOX 151,PRESQUE ISLE,ME,4769,
271338,BIG HORN CO MEMORIAL HOSPITAL,17 N MILES,HARDIN,MT,59034,POINT (-107.61701 45.728856)
11033F,Dwight Eisenhower AMC (FT Gordon),300 East Hospital Road,Fort Gordon,GA,30905,POINT (-82.126064 33.429403)
50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,POINT (-118.265363 34.037212)
100075,ST JOSEPHS HOSPITAL,3001 W MARTIN LUTHER KING JR BLVD,TAMPA,FL,33677,
440151,SAINT THOMAS RIVER PARK HOSPITAL,1559 SPARTA STREET,MC MINNVILLE,TN,37110,POINT (-85.742339 35.698694)
670008,HOUSTON PHYSICIANS' HOSPITAL,333 N TEXAS AVENUE,WEBSTER,TX,77598,POINT (-95.125785 29.534902)
50308,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,POINT (-122.077933 37.369341)
54093,LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,1710 BARTON ROAD,REDLANDS,CA,92373,POINT (-117.213308 34.048329)
50547,SONOMA DEVELOPMENTAL CENTER,15000 ARNOLD DRIVE   /  P O BOX 1493,ELDRIDGE,CA,95431,POINT (-122.51691 38.349027)
430027,SANFORD USD MEDICAL CENTER,1305 W 18TH ST  POST OFFICE BOX 5039,SIOUX FALLS,SD,57117,POINT (-96.743388 43.536678)
231308,MUNISING MEMORIAL HOSPITAL,1500 SAND POINT RD,MUNISING,MI,49862,POINT (-86.625716 46.423849)
190020,LANE REGIONAL MEDICAL CENTER,6300 MAIN STREET,ZACHARY,LA,70791,POINT (-91.136747 30.649957)
171327,ELLSWORTH COUNTY MEDICAL CENTER,1604 AYLWARD AVENUE,ELLSWORTH,KS,67439,POINT (-98.218892 38.741969)
450890,BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,4700 ALLIANCE BOULEVARD,PLANO,TX,75093,POINT (-96.791185 33.014361)
340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,POINT (-77.848919 35.973443)
280023,CHI HEALTH ST. FRANCIS,2620 WEST FAIDLEY AVE,GRAND ISLAND,NE,68803,POINT (-98.370887 40.924267)
150183,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,47403,POINT (-86.573323 39.121202)
530032,EVANSTON REGIONAL HOSPITAL,190 ARROWHEAD DR,EVANSTON,WY,82930,POINT (-110.991336 41.242214)
51317,ADVENTIST HEALTH CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,
161360,ORANGE CITY AREA HEALTH SYSTEM,1000 LINCOLN CIRCLE SE,ORANGE CITY,IA,51041,POINT (-96.045734 42.994878)
451307,IRAAN GENERAL HOSPITAL,600 HIGHWAY 349 NORTH,IRAAN,TX,79744,POINT (-101.906673 30.914189)
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,76012,POINT (-97.116086 32.750126)
50006F,NH Bremerton,1 Boone Road,Bremerton,WA,98312,POINT (-122.69294 47.593571)
41309,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN STREET,WALNUT RIDGE,AR,72476,POINT (-90.966982 36.074701)
54152,SANTA CRUZ COUNTY PSYCHIATRIC HEALTH FACILITY,"2250 SOQUEL AVENUE, SUITE 150",SANTA CRUZ,CA,95062,POINT (-121.994112 36.983527)
140113,OSF HEART OF MARY MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,POINT (-88.227123 40.117391)
34021,ARIZONA STATE HOSPITAL,2500 EAST VAN BUREN STREET,PHOENIX,AZ,85008,POINT (-112.025414 33.451333)
50785,DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,POINT (-118.361983 34.057352)
454110,OCEANS BEHAVIORAL  HOSPITAL OF PERMIAN BASIN,3300 S FM 1788,MIDLAND,TX,79706,POINT (-102.218938 31.922278)
143302,SHRINERS HOSPITAL FOR CHILDREN,2211 NORTH OAK PARK AVE,CHICAGO,IL,60707,POINT (-87.79499 41.916766)
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,1717 HWY 59 BYPASS,LIVINGSTON,TX,77351,POINT (-95.085743 30.35777)
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,SUGAR LAND,TX,77479,POINT (-95.68791 29.56408)
104082,PALM POINT BEHAVIORAL HEALTH,2355 TRUMAN SCARBOROUGH WAY,TITUSVILLE,FL,32796,
100049,HIGHLANDS REGIONAL MEDICAL CENTER,3600 S HIGHLANDS AVE,SEBRING,FL,33870,POINT (-81.433761 27.465045)
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,POINT (-80.839845 35.204983)
450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,GREENVILLE,TX,75401,
111336,MOUNTAIN LAKES MEDICAL CENTER,162 LEGACY POINT,CLAYTON,GA,30525,POINT (-83.54423 34.554075)
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,IN,47501,POINT (-87.160319 38.658695)
450651,MEDICAL CITY PLANO,3901 W 15TH ST,PLANO,TX,75075,POINT (-96.76573 33.019387)
400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,PR,984,
380071,WILLAMETTE VALLEY MEDICAL CENTER,2700 SE STRATUS AVE.,MCMINNVILLE,OR,97128,POINT (-123.16523 45.20031)
150088,ST. VINCENT ANDERSON REGIONAL HOSPITAL,2015 JACKSON ST,ANDERSON,IN,46016,POINT (-85.680467 40.096257)
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,POINT (-85.630966 31.451345)
213300,MOUNT WASHINGTON PEDIATRIC HOSPITAL,1708 WEST ROGERS AVENUE,BALTIMORE,MD,21209,POINT (-76.653551 39.362029)
161373,RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,IA,50854,POINT (-94.223613 40.71833)
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,8822,POINT (-74.86041 40.532524)
450672,MEDICAL CITY FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,POINT (-97.343704 32.735481)
110064,PIEDMONT COLUMBUS REGIONAL MIDTOWN,710 CENTER STREET,COLUMBUS,GA,31901,POINT (-84.982008 32.481728)
520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,POINT (-91.51354 44.812055)
141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,POINT (-87.748999 39.013668)
330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,POINT (-73.644551 43.308335)
360055,TRUMBULL REGIONAL MEDICAL CENTER,1350 EAST MARKET STREET,WARREN,OH,44482,POINT (-80.798765 41.236461)
431310,AVERA FLANDREAU HOSPITAL - CAH,214 NORTH PRAIRIE STREET,FLANDREAU,SD,57028,POINT (-96.590989 44.050568)
161339,WAVERLY HEALTH CENTER,312  9TH STREET SW,WAVERLY,IA,50677,POINT (-92.481802 42.723668)
504011,CASCADE BEHAVIORAL HOSPITAL,12844 MILITARY ROAD SOUTH,TUKWILA,WA,98168,POINT (-122.296947 47.487994)
371325,CORDELL MEMORIAL HOSPITAL,1220 NORTH GLENN ENGLISH STREET,CORDELL,OK,73632,POINT (-98.987595 35.302524)
160033,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,52803,POINT (-90.556958 41.542837)
451317,REFUGIO COUNTY MEMORIAL HOSPITAL,107 SWIFT STREET,REFUGIO,TX,78377,POINT (-97.279439 28.306487)
450051,METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,DALLAS,TX,75203,POINT (-96.823006 32.761639)
341328,MURPHY MEDICAL CENTER INC,3990 EAST US HIGHWAY 64 ALT,MURPHY,NC,28906,POINT (-83.965424 35.07316)
50167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,POINT (-121.282061 37.886492)
05015F,60th Medical Group (Travis AFB),103 Bodin Circle,Fairfield,CA,94533,POINT (-121.960664 38.267934)
10109,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON DRIVE,CARROLLTON,AL,35447,POINT (-88.089673 33.274807)
400032,HOSPITAL HERMANOS MELENDEZ INC,CARRETERA #2 KM 11 7,BAYAMON,PR,960,
161323,MITCHELL COUNTY REGIONAL HEALTH,616 NORTH EIGHTH STREET,OSAGE,IA,50461,POINT (-92.809482 43.289076)
320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,ALBUQUERQUE,NM,87114,POINT (-106.675974 35.207508)
341317,PIONEER COMMUNITY HOSPITAL OF STOKES,1570 NC 8 & 89 HWY NORTH,DANBURY,NC,27016,
310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,BRICK,NJ,8724,POINT (-74.129748 40.078327)
370183,HILLCREST HOSPITAL HENRYETTA,2401 W MAIN,HENRYETTA,OK,74437,POINT (-96.015496 35.439738)
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,GAINESVILLE,TX,76240,POINT (-97.161976 33.645356)
454094,GREEN OAKS HOSPITAL,7808 CLODUS FIELDS DRIVE,DALLAS,TX,75251,POINT (-96.772259 32.913541)
110230,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,POINT (-84.175187 34.067466)
250104,ANDERSON REGIONAL MEDICAL CTR,2124 14 ST,MERIDIAN,MS,39301,POINT (-88.699858 32.370775)
260061,NEVADA REGIONAL MEDICAL CENTER,800 S ASH ST,NEVADA,MO,64772,POINT (-94.359703 37.830534)
170188,KANSAS CITY ORTHOPAEDIC INSTITUTE,3651 COLLEGE BLVD,LEAWOOD,KS,66211,POINT (-94.628235 38.927549)
450788,"CORPUS CHRISTI MEDICAL CENTER,THE",6629 WOODRIDGE ROAD,CORPUS CHRISTI,TX,78414,POINT (-97.359284 27.681644)
140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,60406,
50616,ST JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVE,CAMARILLO,CA,93010,POINT (-119.018306 34.242965)
301305,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DRIVE,LEBANON,NH,3766,POINT (-72.264366 43.640293)
190300,ST CHARLES SURGICAL HOSPITAL LLC,1717 ST CHARLES AVE,NEW ORLEANS,LA,70130,POINT (-90.07688 29.937371)
471307,"PORTER HOSPITAL, INC",115 PORTER DRIVE,MIDDLEBURY,VT,5753,POINT (-73.169803 43.99947)
334066,ROCKLAND CHILDREN'S PSYCHIATRIC CENTER,2 FIRST AVE,ORANGEBURG,NY,10962,POINT (-73.96979 41.046076)
451334,PARKVIEW HOSPITAL,901 S. SWEETWATER,WHEELER,TX,79096,POINT (-100.270803 35.439363)
340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,POINT (-79.502528 36.063749)
361325,GALION COMMUNITY HOSPITAL,269 PORTLAND WAY SOUTH,GALION,OH,44833,POINT (-82.803296 40.731143)
321310,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,TAOS,NM,87571,POINT (-105.577458 36.367397)
400102,DOCTORS' CENTER BAYAMON,9 J STREET EXT HERMANAS DAVILA,BAYAMON,PR,959,
390107,UPMC PASSAVANT,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,POINT (-80.016518 40.568235)
390272,VALLEY FORGE MEDICAL CENTER AND HOSPITAL,1033 W GERMANTOWN PIKE,NORRISTOWN,PA,19401,POINT (-75.368684 40.15643)
50701,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,POINT (-117.184346 33.557832)
361326,ADAMS COUNTY REGIONAL MEDICAL CENTER,230 MEDICAL CENTER DRIVE,SEAMAN,OH,45679,POINT (-83.585612 38.933848)
490075,SOVAH HEALTH DANVILLE,142 SOUTH MAIN STREET,DANVILLE,VA,24541,POINT (-79.40481 36.577072)
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,POINT (-78.693644 34.338657)
30064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1625 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,POINT (-110.944092 32.242362)
